Albert_Schweitzer,阿尔伯特·史怀哲
Ill_(France),伊爾河 (法國)
Port_Ellen_distillery,Port_Ellen_distillery
Bowmore_distillery,Bowmore_distillery
Pork_roll,Pork_roll
Medicine_Bar,Medicine_Bar
Leberkäse,Leberkäse
Häagen-Dazs,哈根達斯
Myron_H._Clark,Myron_H._Clark
Jerusalem_Day,Jerusalem_Day
Independence_Day_(Israel),獨立日 (以色列)
Russian_cuisine,俄羅斯飲食
Rum_Runner_(nightclub),Rum_Runner_(nightclub)
Lye_roll,Lye_roll
Chauncey_Billups,昌西·比卢普斯
Charles_Woodson,查尔斯·伍德森
Glasgow_University_Union,Glasgow_University_Union
Agrobacterium_tumefaciens,根癌農桿菌
Tea_tree_oil,茶樹油
Kurow,Kurow
Golden_Cadillac,Golden_Cadillac
Livarot_cheese,里伐羅特芝士
Ten_High,Ten_High
Tangerinn,Tangerinn
Cauim,Cauim
Montferrat,蒙菲拉托
Chablis_wine,沙布利白葡萄酒
Jerry_Stackhouse,杰里·斯塔克豪斯
Lamar_Odom,拉玛尔·奥多姆
Arracacia_xanthorrhiza,Arracacia_xanthorrhiza
Shōchū,日本燒酎
Rijsttafel,Rijsttafel
Corn_dog,玉米狗
Olive_Garden,Olive_Garden
Gawalmandi_Food_Street,Gawalmandi_Food_Street
Kirsch,Kirsch
Jermaine_O'Neal,杰梅因·奥尼尔
Christine_Cushing,Christine_Cushing
Christine_Cushing_Live,Christine_Cushing_Live
Adams_Morgan,Adams_Morgan
Rice_Krispies,Rice_Krispies
Sam_Malone,Sam_Malone
Grant_Hill,格蘭特·希爾 (籃球員)
Pixy_Stix,Pixy_Stix
Fika_(Sweden),Fika_(Sweden)
Breadstick,Breadstick
Kalakukko,Kalakukko
Royal_Wine_Company,Royal_Wine_Company
Groucho_Club,Groucho_Club
Strasbourg_Cathedral_bombing_plot,Strasbourg_Cathedral_bombing_plot
Lomi-lomi_salmon,Lomi-lomi_salmon
Coffin_ship,Coffin_ship
Salvia_hispanica,芡歐鼠尾草
Malt_liquor,Malt_liquor
William_Sulzer,William_Sulzer
Pog_(drink),Pog_(drink)
Blue_mussel,藍貝
Gudeg,Gudeg
Hugh_Nibley,休·尼布理
Queen_Margaret_Union,Queen_Margaret_Union
Mentos,萬樂珠
Richard_Manuel,Richard_Manuel
Pastrami,烟熏肉
Saeco,Saeco
Château_Mouton_Rothschild,木桐酒庄
Piz_Gloria,Piz_Gloria
Coney_I-Lander,Coney_I-Lander
Cucumber_sandwich,Cucumber_sandwich
Dan_and_Frank_Carney,Dan_and_Frank_Carney
Ina_Garten,Ina_Garten
Mario_Batali,馬利歐·巴塔利
Rachael_Ray,Rachael_Ray
Indian_filter_coffee,印度滴漏咖啡
Slivovitz,斯利沃威茨
Geritol,Geritol
George_Dickel,George_Dickel
Jeff_Smith_(chef),Jeff_Smith_(chef)
Sara_Moulton,Sara_Moulton
The_Surreal_Gourmet,The_Surreal_Gourmet
Ciro's,Ciro's
Hainuwele,Hainuwele
Northern_snakehead,烏鱧
Moosehead_Brewery,Moosehead_Brewery
Bordeaux_Wine_Official_Classification_of_1855,法国红酒五大酒庄
Nathaniel_de_Rothschild,Nathaniel_de_Rothschild
Red_Stripe,Red_Stripe
Dubuque_Star_Brewery,Dubuque_Star_Brewery
Bubble_Tape,Bubble_Tape
Wassail,Wassail
Pilsner_Urquell,皮爾森歐克
Monopolowa,Monopolowa
Pernod_Fils,Pernod_Fils
Hooters,Hooters
Liquor_Control_Board_of_Ontario,Liquor_Control_Board_of_Ontario
Anchor_(brand),Anchor_(brand)
Pernod_Ricard,保乐力加
"Toodyay,_Western_Australia","Toodyay,_Western_Australia"
Hechsher,Hechsher
Juan_Belmonte,Juan_Belmonte
Shire_of_Chittering,Shire_of_Chittering
Pastie,Pastie
Cinnamon_Toast_Crunch,Cinnamon_Toast_Crunch
Nizza_(wine),Nizza_(wine)
Winterfresh,Winterfresh
La_Tour_d'Argent,银塔餐厅
Makki_di_roti,Makki_di_roti
Wagashi,日式糕點
Tully's_Coffee,Tully's_Coffee
Seattle's_Best_Coffee,Seattle's_Best_Coffee
Lucozade,葡萄適
Varietal,Varietal
Philippe_de_Rothschild,Philippe_de_Rothschild
Rillettes,Rillettes
Wawa_Inc.,Wawa_Inc.
The_Macallan_distillery,The_Macallan_distillery
Mustamakkara,Mustamakkara
Glenmorangie_distillery,格兰杰
Snaps,Snaps
Blanquette_de_veau,Blanquette_de_veau
Malt_beverage,Malt_beverage
Stein_am_Rhein,莱茵河畔施泰因
Chris_Kenner,Chris_Kenner
"Chinatown_(Washington,_D.C.)",華府華埠
Chinese_cabbage,Chinese_cabbage
Baba_ghanoush,Baba_ghanoush
Canada_Dry,Canada_Dry
Pomace,果渣
Morinda_citrifolia,檄樹
Alphonse_James_de_Rothschild,Alphonse_James_de_Rothschild
Karelian_pasty,Karelian_pasty
Diet_Rite,Diet_Rite
Liliane_Bettencourt,利利安·贝滕科特
Robert_Mondavi,Robert_Mondavi
John_Bidwell,John_Bidwell
Annona,番荔枝属
Chyna,柴娜
Denny's,丹尼斯公司
Fraunces_Tavern,弗朗薩斯客棧
Bounty_(chocolate_bar),Bounty_(chocolate_bar)
Shortcake,水果蛋糕
Mayo_Methot,Mayo_Methot
Rafael_Alberti,拉法埃尔·阿尔维蒂
Ginger_beer,Ginger_beer
"Petite_France,_Strasbourg",小法兰西
Almond_milk,扁桃漿
Snapple,Snapple
Rob_Pilatus,Rob_Pilatus
Twilo,Twilo
Studio_54,54俱樂部
Chocoholic,巧克力癮
Brains_Brewery,Brains_Brewery
Masahiko_Kobe,Masahiko_Kobe
Cooper's_Hill_Cheese-Rolling_and_Wake,Cooper's_Hill_Cheese-Rolling_and_Wake
Kiddush,Kiddush
Podunavlje_District,波杜那瓦州
Skeleton_Army,Skeleton_Army
Rasina_District,拉辛那州
Dwayne_Schintzius,Dwayne_Schintzius
Profiterole,泡芙
Dabbawala,达巴瓦拉
E._C._Dahls_Brewery,E._C._Dahls_Brewery
Aronia,野櫻莓
Alan_Bond,龐雅倫
Custard_pie,Custard_pie
Scolymus_hispanicus,Scolymus_hispanicus
Oscar_Mayer,Oscar_Mayer
Wienermobile,热狗车
Saimin,Saimin
Quavers,Quavers
Hugh_Fearnley-Whittingstall,Hugh_Fearnley-Whittingstall
Arctic_Circle_Restaurants,Arctic_Circle_Restaurants
Saag,Saag
Nell's,Nell's
Moussaka,木莎卡
Hiram_Walker,Hiram_Walker
Ion_Gheorghe_Maurer,扬·格奥尔基·毛雷尔
Bernard_Morin,Bernard_Morin
Black_Company,Black_Company
Philippsburg,菲利普斯堡 (巴登－符騰堡州)
Lorne_(Angel),Lorne_(Angel)
Latin_Casino,Latin_Casino
Smarties,Smarties
Waterzooi,瓦特佐伊
Alfajor,Alfajor
Dulce_de_leche,Dulce_de_leche
Willy_Wonka,Willy_Wonka
MOS_Burger,摩斯漢堡
Taste_of_the_Danforth,Taste_of_the_Danforth
Maotai,茅台酒
Trix_(cereal),Trix_(cereal)
Fondue,芝士火鍋
Foster's_Group,Foster's_Group
Blaa,Blaa
Ricotta,里考塔
Stellaria,繁缕属
Rapini,Rapini
Loganberry,Loganberry
Redcurrant,紅加侖
Adrien_Zeller,Adrien_Zeller
Cucamonga_Valley,Cucamonga_Valley
John_Balance,John_Balance
Samuel_Dexter,塞缪尔·德克斯特
Dwayne_Andreas,Dwayne_Andreas
Risotto,義大利燉飯
Funnel_cake,Funnel_cake
Wall_Drug,Wall_Drug
Green_sauce,Green_sauce
Spezi,Spezi
Juan_Díaz_de_Solís,Juan_Díaz_de_Solís
Fried_dough,炸甜麵團
Cider_apple,Cider_apple
Burgundy_wine,Burgundy_wine
Finishing_(whisky),Finishing_(whisky)
Thorbräu,Thorbräu
Monstera_deliciosa,龟背竹
Wild_rice,菰属
Eggnog,蛋诺类
Jacques_Martin_(comics),Jacques_Martin_(comics)
Delonix_regia,鳳凰木
"New_Norcia,_Western_Australia",新諾舍
Ruby_Tuesday_(restaurant),Ruby_Tuesday_(restaurant)
Louis_Pasteur_University,Louis_Pasteur_University
Marc_Bloch_University,Marc_Bloch_University
University_of_Strasbourg,斯特拉斯堡大学
Robert_Schuman_University,Robert_Schuman_University
Xanthosoma,Xanthosoma
York_Steak_House,York_Steak_House
Cupuaçu,Cupuaçu
Cox's_Orange_Pippin,Cox's_Orange_Pippin
Rack_of_lamb,Rack_of_lamb
Nata_de_coco,椰果
International_Rice_Research_Institute,International_Rice_Research_Institute
Consommé,法式清湯
Max's_Kansas_City,Max's_Kansas_City
El_Torito,El_Torito
Sierra_Nevada_Brewing_Company,Sierra_Nevada_Brewing_Company
Clam_chowder,周打蜆湯
Bite_of_Seattle,Bite_of_Seattle
Glen_Bell,Glen_Bell
Teany,Teany
John_Thompson_Dorrance,John_Thompson_Dorrance
Pinus_cembra,Pinus_cembra
Pinus_sibirica,新疆五针松
"Black_Cat_(Washington,_D.C._nightclub)","Black_Cat_(Washington,_D.C._nightclub)"
Harry_F._Byrd_Jr.,Harry_F._Byrd_Jr.
3_Musketeers_(chocolate_bar),3_Musketeers_(chocolate_bar)
The_Book_of_Tea,The_Book_of_Tea
The_Culinary_Institute_of_America,美國烹飪學院
Glenfiddich,Glenfiddich
Grant's,Grant's
Citrus_unshiu,温州蜜柑
Gingerbread,薑餅
Windows_on_the_World,Windows_on_the_World
Chaminade_University_of_Honolulu,Chaminade_University_of_Honolulu
Howard_Schultz,霍华德·舒尔茨
Confetti,彩色紙屑
Tartiflette,Tartiflette
Produce,Produce
Loi_Krathong,水燈節 (東南亞)
Poore_Brothers,Poore_Brothers
National_Emblem_of_East_Germany,德意志民主共和國國徽
Cracovia_(vodka),Cracovia_(vodka)
Cinque_Terre,五乡地
Flake_(fish),Flake_(fish)
Keebler_Company,Keebler_Company
Raymond_Blanc,Raymond_Blanc
Lucyna_Ćwierczakiewiczowa,Lucyna_Ćwierczakiewiczowa
George_Cadbury,George_Cadbury
Soup_spoon,Soup_spoon
"Cottles_Bridge,_Victoria","Cottles_Bridge,_Victoria"
Prunus_virginiana,Prunus_virginiana
Red_bean_cake,红豆蛋糕
Naftali_Herz_Imber,Naftali_Herz_Imber
Raejuusto,Raejuusto
Leipäjuusto,Leipäjuusto
The_Campbell_Playhouse_(radio),The_Campbell_Playhouse_(radio)
Whitman's,Whitman's
Gianduiotto,Gianduiotto
Reblochon,瑞布羅申芝士
Gambrinus,Gambrinus
White_Knight_(chocolate),White_Knight_(chocolate)
Amoy_Food,淘大食品
Neuzeller_Kloster_Brewery,Neuzeller_Kloster_Brewery
C&C_Group,C
Southern_Highlands_(New_South_Wales),南部高地
Coconut_milk,椰浆
Thai_eggplant,Thai_eggplant
Rhineland_Nature_Park,Rhineland_Nature_Park
Tandoori_chicken,印度烤雞
Béchamel_sauce,白汁
Mirinda,美年达
Bouquet_garni,法国香草束
Prosciutto,帕尔玛火腿
Mustard_oil,Mustard_oil
Safflower,红花
Richard_Cadbury,Richard_Cadbury
Cremisan_Valley,Cremisan_Valley
Le_guide_culinaire,Le_guide_culinaire
Oak_(wine),橡木 (葡萄酒)
Metaxa,Metaxa
Furikake,拌飯素
Pares_(food),Pares_(food)
Uunijuusto,Uunijuusto
Tizer,Tizer
Vimto,Vimto
William_Wrigley_Jr.,William_Wrigley_Jr.
Edelweiss_(grape),Edelweiss_(grape)
Beta_(grape),Beta_(grape)
Beerenauslese,逐粒精选酒
Sarajevska_pivara,Sarajevska_pivara
Maker's_Mark,Maker's_Mark
Café_du_Monde,世界咖啡馆
Colby_cheese,考爾比芝士
Boerewors,Boerewors
Boddingtons_Brewery,Boddingtons_Brewery
Giblets,Giblets
Rice_wine,米酒
Andrew_Volstead,Andrew_Volstead
Philippe's,Philippe's
Pinus_koraiensis,红松
Chris_Duhon,克里斯·杜洪
Metsovo,Metsovo
Kopi_Luwak,猫屎咖啡
The_Roxy,The_Roxy
Roxy_NYC,Roxy_NYC
Roxy_Theatre_(West_Hollywood),Roxy_Theatre_(West_Hollywood)
100_Club,100_Club
Plymouth_Gin,Plymouth_Gin
Codex_Alimentarius_Austriacus,Codex_Alimentarius_Austriacus
Richard_Hamilton_(basketball),李察·咸美頓
Alejandro_Orfila,Alejandro_Orfila
Tempranillo,Tempranillo
Johnnie_Walker,尊尼获加
Vegelate,Vegelate
Percival_Molson_Memorial_Stadium,Percival_Molson_Memorial_Stadium
Coopers_Brewery,Coopers_Brewery
Bok_choy,小白菜
Gai_lan,芥藍
Hungry_Jack's,Hungry_Jack's
François_Joseph_Lefebvre,弗朗索瓦·约瑟夫·勒费弗尔
Laphroaig_distillery,Laphroaig_distillery
Scapa_distillery,Scapa_distillery
Otto_Ferdinand_von_Abensberg_und_Traun,Otto_Ferdinand_von_Abensberg_und_Traun
Crème_de_Noyaux,Crème_de_Noyaux
Qoo,Qoo
Baked_potato,烤馬鈴薯
Alex_García_(chef),Alex_García_(chef)
Triscuit,Triscuit
Carrie_Chapman_Catt,Carrie_Chapman_Catt
Casserole,法国砂锅
Waco_siege,韦科惨案
Demi-glace,Demi-glace
Krystal_(restaurant),Krystal_(restaurant)
Nathan's_Hot_Dog_Eating_Contest,Nathan's_Hot_Dog_Eating_Contest
Bouillabaisse,馬賽魚湯
Workers_Beer_Company,Workers_Beer_Company
Juwan_Howard,朱万·霍华德
Virgin_Drinks,Virgin_Drinks
Black_sigatoka,Black_sigatoka
Panama_disease,黃葉病
Wilford_Brimley,威福·伯明莱
"Juan_Ruiz_de_Apodaca,_1st_Count_of_Venadito","Juan_Ruiz_de_Apodaca,_1st_Count_of_Venadito"
Sium_sisarum,Sium_sisarum
Leander_of_Seville,Leander_of_Seville
Chiquita_Brands_International,金吉達品牌國際
Panda_Express,熊貓快餐
Crumpet,烤麵餅
Valerianella_locusta,萵苣纈草
Rokusaburo_Michiba,Rokusaburo_Michiba
Yutaka_Ishinabe,Yutaka_Ishinabe
Jean_Dorst,Jean_Dorst
Wesley_Livsey_Jones,Wesley_Livsey_Jones
Petit_(Portuguese_footballer),佩蒂特
Hoss's_Steak_and_Sea_House,Hoss's_Steak_and_Sea_House
Abwe,Abwe
Bakewell_tart,Bakewell_tart
Pepsi_Twist,Pepsi_Twist
Zamzam_(soft_drink),滲滲可樂
"Japantown,_San_Francisco","Japantown,_San_Francisco"
Conagra_Brands,康尼格拉食品
Plectranthus_amboinicus,左手香
William_Greenleaf_Eliot,William_Greenleaf_Eliot
Georgia_(coffee),喬亞 (飲料)
Ivar's,Ivar's
List_of_Coca-Cola_brands,List_of_Coca-Cola_brands
Café_de_Paris_sauce,Café_de_Paris_sauce
Wellpark_Brewery,Wellpark_Brewery
Ayran,爱兰
Coors_Light,Coors_Light
Aguas_frescas,Aguas_frescas
Mocambo,Mocambo
PizzaExpress,PizzaExpress
Schwarzbier,黑啤
Hermann_Staudinger,赫尔曼·施陶丁格
Gooey_butter_cake,聖路易斯牛油蛋糕
Lunchables,Lunchables
Sauce_Robert,Sauce_Robert
Dole_Food_Company,都樂食品公司
Brown_Derby,Brown_Derby
Calzone,卡爾佐內
Hubba_Bubba,Hubba_Bubba
Brighton_Applefest,Brighton_Applefest
Carbonic_maceration,二氧化碳浸漬法
Zwiebelkuchen,Zwiebelkuchen
Ella_A._Boole,Ella_A._Boole
Lambert's_Cafe,Lambert's_Cafe
Trifoliate_orange,枳
Ice_cream_van,冰淇淋車
Domino's_Pizza,達美樂披薩
The_Old_Bull_and_Bush,The_Old_Bull_and_Bush
Mushy_peas,Mushy_peas
Mary_Edwards_Walker,瑪麗·沃克
Chlorogalum_pomeridianum,Chlorogalum_pomeridianum
Pelmeni,俄國餃子
Bosna_(sausage),Bosna_(sausage)
Konjac,蒟蒻
Jack_McGurn,Jack_McGurn
Gulyásleves,Gulyásleves
Hymie_Weiss,海米·魏斯
Anchor_Brewing_Company,Anchor_Brewing_Company
Rolling_Rock,Rolling_Rock
Philippe_Kruchten,Philippe_Kruchten
Pumpernickel,Pumpernickel
"Buntine,_Western_Australia","Buntine,_Western_Australia"
Vegeta_(condiment),Vegeta_(condiment)
White_pudding,White_pudding
Vincent_Drucci,Vincent_Drucci
Panini_(sandwich),帕尼諾
Frankie_Yale,法蘭基·耶魯
Argentina_anserina,蕨麻
Roast_chicken,Roast_chicken
Twizzlers,Twizzlers
Elton_Brand,埃尔顿·布兰德
French_dip,French_dip
Peperoncino,Peperoncino
Mike_Ilitch,Mike_Ilitch
Provolone,波羅伏洛芝士
Parthenium_argentatum,灰白银胶菊
Johannes_Sturm,约翰内斯·斯图尔姆
Namban,Namban
Mohan_Meakin,Mohan_Meakin
St._Ides,St._Ides
Jean_Hyppolite,Jean_Hyppolite
Churrascaria,Churrascaria
White_bread,白面包
Man-Killer,Man-Killer
Trinidad_and_Tobago_cuisine,Trinidad_and_Tobago_cuisine
Price_look-up_code,Price_look-up_code
India_pale_ale,印度淡色艾尔
Cananga_odorata,依兰 (植物)
Vernors,Vernors
Sandra_Lee_(chef),Sandra_Lee_(chef)
Altbier,Altbier
Swan_Brewery,Swan_Brewery
Karat_banana,Karat_banana
Thums_Up,Thums_Up
A_Nice_Cup_of_Tea,A_Nice_Cup_of_Tea
Blini,布利尼
Seagram_Museum,Seagram_Museum
Kobe_beef,神戶牛
Two_Trees_of_Valinor,雙聖樹
Rainier_Brewing_Company,Rainier_Brewing_Company
Berliner_Weisse,Berliner_Weisse
Ralston_Purina,Ralston_Purina
Silvia_Colloca,Silvia_Colloca
Jim_Beam,占边威士忌
Dunkel,Dunkel
Veggie_burger,Veggie_burger
Steak_tartare,韃靼牛肉
Caviar,鱼子酱
California_cuisine,California_cuisine
Chez_Panisse,Chez Panisse
Swan_(beer),Swan_(beer)
Oxalis_enneaphylla,Oxalis_enneaphylla
Cochlearia,Cochlearia
Crithmum,Crithmum
Raymond_Domenech,雷蒙·多梅内克
The_Second_City,第二城喜剧团
Wheat_flour,小麥麵粉
"Alonso_Pérez_de_Guzmán,_7th_Duke_of_Medina_Sidonia","Alonso_Pérez_de_Guzmán,_7th_Duke_of_Medina_Sidonia"
Pat's_King_of_Steaks,Pat's_King_of_Steaks
Tenkasu,Tenkasu
Henri_Lefebvre,昂希·列斐伏爾
Rosh_Chodesh,Rosh_Chodesh
Coat_of_arms_of_South_Australia,南澳大利亞州徽
Long_Ashton_Research_Station,Long_Ashton_Research_Station
First_Growth,First_Growth
A.G._Barr,A.G._Barr
Asian_supermarket,Asian_supermarket
Château_d'Yquem,迪襟莊園
Northern_red_snapper,西大西洋笛鯛
Citrus_junos,香橙
Zweigelt,Zweigelt
Britvic,碧域
Hoop_cheese,Hoop_cheese
Raw_Spirit,Raw_Spirit
Bitter_(beer),苦啤酒
Coffee_milk,咖啡牛奶
Coffee_cabinet,Coffee_cabinet
Del's,Del's
Maurice_Halbwachs,Maurice_Halbwachs
William_Egon_of_Fürstenberg,William_Egon_of_Fürstenberg
Franz_Egon_of_Fürstenberg,Franz_Egon_of_Fürstenberg
Fumaric_acid,延胡索酸
Cointreau,君度
Yucca_baccata,Yucca_baccata
Demitasse,Demitasse
Ron_Joyce,Ron_Joyce
Gordon_Bennett_(general),Gordon_Bennett_(general)
Koeksister,Koeksister
Lapin_Kulta,Lapin_Kulta
Prahok,Prahok
Francis_Wurtz,Francis_Wurtz
Pâté,肉酱
Zatarain's,Zatarain's
Galbi,Galbi
Runts,Runts
Bibimbap,朝鮮拌飯
The_Poddington_Peas,The_Poddington_Peas
Antoine_Walker,安东尼·沃克
Cambodian_cuisine,Cambodian_cuisine
Ikkyū,一休
Japanese_kitchen,Japanese_kitchen
Fufu,富富
Spaghetti_Junction,意大利面条路口
Dorrian's_Red_Hand_Restaurant,Dorrian's_Red_Hand_Restaurant
Westvleteren_Brewery,Westvleteren_Brewery
Grass_carp,草鱼
J._F._Oberlin,J._F._Oberlin
Tony_Delk,托尼·德尔克
Tomato_juice,番茄汁
Robert_Gates,罗伯特·盖茨
Dixie_Bibb_Graves,Dixie_Bibb_Graves
Josta,Josta
Ferrero_SpA,佛列羅
2002–03_Heineken_Cup,2002–03_Heineken_Cup
Robert_Benchley,Robert_Benchley
2001–02_Heineken_Cup,2001–02_Heineken_Cup
2000–01_Heineken_Cup,2000–01_Heineken_Cup
Spelt,斯佩耳特小麦
Pyttipanna,Pyttipanna
Balsamic_vinegar,意大利香醋
Feni_(liquor),Feni_(liquor)
Chenopodium_album,藜
Stevens_Point_Brewery,Stevens_Point_Brewery
1999–2000_Heineken_Cup,1999–2000_Heineken_Cup
1998–99_Heineken_Cup,1998–99_Heineken_Cup
1997–98_Heineken_Cup,1997–98_Heineken_Cup
1996–97_Heineken_Cup,1996–97_Heineken_Cup
1995–96_Heineken_Cup,1995–96_Heineken_Cup
Yellowfin_tuna,黄鳍金枪鱼
Rodízio,Rodízio
The_Beer_Store,The_Beer_Store
Rotisserie,Rotisserie
Churrasco,巴西烤肉
Courvoisier,拿破崙干邑
Rice_pudding,米布丁
Rösti,瑞士薯餅
Alphonso_(mango),Alphonso_(mango)
Violet_Crumble,Violet_Crumble
Swiss_cuisine,瑞士飲食
Emmental_cheese,埃文達芝士
Appenzeller_cheese,阿彭策爾芝士
Sbrinz,Sbrinz
Piccalilli,Piccalilli
Curry_tree,調料九里香
Gilroy_Garlic_Festival,Gilroy_Garlic_Festival
National_Wine_Centre_of_Australia,National_Wine_Centre_of_Australia
Minister_responsible_for_the_Canadian_Wheat_Board,Minister_responsible_for_the_Canadian_Wheat_Board
Fazoli's,Fazoli's
Paul_Channon,Paul_Channon
R._A._Schwaller_de_Lubicz,R._A._Schwaller_de_Lubicz
Provel_cheese,Provel_cheese
Golden_Arches,Golden_Arches
Staropramen_Brewery,Staropramen_Brewery
Cadbury_Dairy_Milk,Cadbury_Dairy_Milk
Paul_Bocuse,Paul_Bocuse
Snow_cone,Snow_cone
Bánh_mì,越式法包
International_wheat_production_statistics,International_wheat_production_statistics
Fettuccine,Fettuccine
Chili_dog,Chili_dog
Roland_Mesnier,Roland_Mesnier
Hennessy,軒尼詩 (白蘭地)
Locro,Locro
Bombay_duck,龙头鱼
Quick_(restaurant),快客速食
Munster_cheese,芒斯特芝士
Nick_Tahou_Hots,Nick_Tahou_Hots
Polo_(confectionery),Polo_(confectionery)
Norman_Stanley_Fletcher,Norman_Stanley_Fletcher
Green_papaya_salad,Green_papaya_salad
Bung,軟木塞
Anderson_Valley,Anderson_Valley
Portulaca_oleracea,马齿苋
Kitchener_bun,Kitchener_bun
Alain_Sailhac,Alain_Sailhac
Jacques_Pépin,雅克·貝潘
Dominick_Cerrone,Dominick_Cerrone
9:30_Club,9:30_Club
Adolf_von_Baeyer,阿道夫·冯·拜尔
Edward_H._East,Edward_H._East
Shchi,白菜湯
Moosewood_Restaurant,Moosewood_Restaurant
Coronation_chicken,Coronation_chicken
Tang_(drink),菓珍
Hot_water_crust_pastry,Hot_water_crust_pastry
Steak_and_kidney_pie,Steak_and_kidney_pie
Joseph_Daul,Joseph_Daul
Dick's_Drive-In,Dick's_Drive-In
Randy's_Donuts,Randy's_Donuts
Mojo_(sauce),Mojo_(sauce)
Vada_pav,Vada_pav
Bhelpuri,Bhelpuri
Staatliches_Hofbräuhaus_in_München,慕尼黑国有皇家宫廷酿酒厂
Lucien_Febvre,呂西安·費夫爾
Agrium,加阳公司
Sanitarium_Health_and_Wellbeing_Company,Sanitarium_Health_and_Wellbeing_Company
Šumadija,Šumadija
Camassia,Camassia
Camassia_quamash,Camassia_quamash
Assam_tea,阿萨姆红茶
Minton's_Playhouse,Minton's_Playhouse
Reese's_Pieces,Reese's_Pieces
Baked_Alaska,熱烤阿拉斯加
Yootha_Joyce,Yootha_Joyce
Joseph_Hare,Joseph_Hare
Limequat,Limequat
"Edward_Guinness,_1st_Earl_of_Iveagh","Edward_Guinness,_1st_Earl_of_Iveagh"
"Arthur_Guinness,_1st_Baron_Ardilaun","Arthur_Guinness,_1st_Baron_Ardilaun"
Benjamin_Guinness,Benjamin_Guinness
Kulfi,Kulfi
Columella,科鲁迈拉
New_Glarus_Brewing_Company,New_Glarus_Brewing_Company
Fresca,Fresca
Manduca_sexta,烟草天蛾
Jingle_Bells,铃儿响叮当
Dolma,Dolma
Black_soup,Black_soup
Beer_garden,Beer_garden
Gingerbread_man,薑餅人
Agricore_United,Agricore_United
Bonda,Bonda
Pot_Noodle,Pot_Noodle
Josephine_Brawley_Hughes,Josephine_Brawley_Hughes
Doner_kebab,土耳其烤肉
Gaggia,Gaggia
Marionberry,Marionberry
Carmelo_Anthony,卡梅隆·安东尼
Carlos_Boozer,卡洛斯·布泽尔
Kai_yang,Kai_yang
Boardwalk_(music_club),Boardwalk_(music_club)
Betty_Williams_(Coronation_Street),Betty_Williams_(Coronation_Street)
Shark_fin_soup,魚翅
Rugbrød,Rugbrød
"Italian_Market,_Philadelphia","Italian_Market,_Philadelphia"
Eat_Drink_Man_Woman,饮食男女 (电影)
Warren_House_Inn,Warren_House_Inn
Maghrebi_mint_tea,Maghrebi_mint_tea
Federweisser,Federweisser
Eastern_European_cuisine,Eastern_European_cuisine
Maurice_Koechlin,Maurice_Koechlin
Balut_(food),鴨仔蛋
Pozole,Pozole
Thomas_M._Storke,Thomas_M._Storke
Darius_Miles,达柳斯·迈尔斯
Gruel,Gruel
National_Mustard_Museum,National_Mustard_Museum
Rubus_phoenicolasius,多腺悬钩子
Penne_alla_vodka,Penne_alla_vodka
Brad_Blum,Brad_Blum
Calabaza,Calabaza
Calabash,葫芦
Steve_Peregrin_Took,Steve_Peregrin_Took
Maltese_cuisine,馬爾他飲食
2004–05_Heineken_Cup,2004–05_Heineken_Cup
Caesar_Cardini,Caesar_Cardini
Sanlúcar_de_Barrameda,桑卢卡尔德瓦拉梅达
Martin_Schongauer,Martin_Schongauer
